date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:02	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_rounded/btnNext.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_rounded/btnNext.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:03	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_rounded/btnPrevious.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:03	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_rounded/loader.gif	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_rounded/loader.gif	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:03	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/loader.gif	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/loader.gif	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:04	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/btnNext.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/btnNext.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:04	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/sprite.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/sprite.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:04	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/btnPrevious.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/dark_square/btnPrevious.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:05	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_square/btnNext.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_square/btnNext.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:05	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_square/sprite.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_square/sprite.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:05	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_square/btnPrevious.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_square/btnPrevious.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:05	142/142	---M--	200	added ('OK')	image/png	etag:%228e-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternTop.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternTop.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:06	137/137	---M--	200	added ('OK')	image/png	etag:%2289-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternLeft.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternLeft.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:06	4227/4227	---M--	200	added ('OK')	image/png	etag:%221083-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/sprite.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/sprite.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:06	136/136	---M--	200	added ('OK')	image/png	etag:%2288-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternRight.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternRight.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:07	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/loader.gif	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/loader.gif	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:07	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/btnNext.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/btnNext.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:07	828/828	---M--	200	added ('OK')	image/png	etag:%2233c-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/btnPrevious.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/btnPrevious.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:07	142/142	---M--	200	added ('OK')	image/png	etag:%228e-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternBottom.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/contentPatternBottom.png	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:07	227/227	---M--	200	added ('OK')	image/gif	etag:%22e3-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/default_thumbnail.gif	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/facebook/default_thumbnail.gif	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:08	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_rounded/loader.gif	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/images/prettyPhoto/light_rounded/loader.gif	(from http://rominatumini.com/sites/all/themes/Porto/vendor/prettyPhoto/css/prettyPhoto.css)
11:45:12	25596/25596	---M--	200	added ('OK')	image/png	etag:%2263fc-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/map-bottom.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/map-bottom.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme.css)
11:45:15	13793/13793	---M--	200	added ('OK')	image/png	etag:%2235e1-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/home-concept.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/home-concept.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme.css)
11:45:19	23775/23775	---M--	200	added ('OK')	image/png	etag:%225cdf-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/home-concept-item.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/home-concept-item.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme.css)
11:45:20	4232/4232	---M--	200	added ('OK')	image/png	etag:%221088-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/home-concept-icons.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/home-concept-icons.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme.css)
11:45:20	655/655	---M--	200	added ('OK')	image/png	etag:%2228f-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/divider.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/divider.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:21	978/978	---M--	200	added ('OK')	image/png	etag:%223d2-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/list-primary.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/list-primary.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:22	7084/7084	---M--	200	added ('OK')	image/png	etag:%221bac-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/history-thumb.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/history-thumb.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:26	21203/21203	---M--	200	added ('OK')	image/png	etag:%2252d3-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/arrows.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/arrows.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:26	554/554	---M--	200	added ('OK')	image/png	etag:%2222a-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/icons/icon-user-24.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/icons/icon-user-24.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:27	416/416	---M--	200	added ('OK')	image/png	etag:%221a0-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/icons/icon-user-16.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/icons/icon-user-16.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:27	1036/1036	---M--	200	added ('OK')	image/png	etag:%2240c-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/icons/icon-user-48.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/icons/icon-user-48.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:29	10180/10180	---M--	200	added ('OK')	image/png	etag:%2227c4-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/social-sprites.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/social-sprites.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme-elements.css)
11:45:30	2196/2196	---M--	200	added ('OK')	image/gif	etag:%22894-565e62f3d8e40%22	http://rominatumini.com/sites/all/modules/ctools/images/status-active.gif	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/ctools/images/status-active.gif	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:30	979/979	---M--	200	added ('OK')	image/gif	etag:%223d3-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/closelabel.gif	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/closelabel.gif	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:31	1594/1594	---M--	200	added ('OK')	image/png	etag:%2263a-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/light-timer-glow.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/light-timer-glow.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:31	290/290	---M--	200	added ('OK')	image/png	etag:%22122-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/md-arrow.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/md-arrow.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:32	1177/1177	---M--	200	added ('OK')	image/png	etag:%22499-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/thumb-arrow.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/thumb-arrow.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:32	1018/1018	---M--	200	added ('OK')	image/png	etag:%223fa-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/md-close-video.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/md-close-video.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:33	1441/1441	---M--	200	added ('OK')	image/png	etag:%225a1-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/play.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/play.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:33	1023/1023	---M--	200	added ('OK')	image/png	etag:%223ff-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-top-2.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-top-2.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:33	1024/1024	---M--	200	added ('OK')	image/png	etag:%22400-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-2.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-2.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:34	1029/1029	---M--	200	added ('OK')	image/png	etag:%22405-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-right-2.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-right-2.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:34	1041/1041	---M--	200	added ('OK')	image/png	etag:%22411-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-left-2.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-left-2.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:35	1009/1009	---M--	200	added ('OK')	image/png	etag:%223f1-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-top-3.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-top-3.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:35	1002/1002	---M--	200	added ('OK')	image/png	etag:%223ea-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-3.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-3.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:35	991/991	---M--	200	added ('OK')	image/png	etag:%223df-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-right-3.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-right-3.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:36	1000/1000	---M--	200	added ('OK')	image/png	etag:%223e8-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-left-3.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-left-3.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:36	986/986	---M--	200	added ('OK')	image/png	etag:%223da-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-top-4.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-top-4.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:37	984/984	---M--	200	added ('OK')	image/png	etag:%223d8-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-4.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-4.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:37	971/971	---M--	200	added ('OK')	image/png	etag:%223cb-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-right-4.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-right-4.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:37	978/978	---M--	200	added ('OK')	image/png	etag:%223d2-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-left-4.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-left-4.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:38	952/952	---M--	200	added ('OK')	image/png	etag:%223b8-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-8.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-8.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:38	937/937	---M--	200	added ('OK')	image/png	etag:%223a9-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-top-9.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-top-9.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:38	937/937	---M--	200	added ('OK')	image/png	etag:%223a9-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-9.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-bottom-9.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:39	935/935	---M--	200	added ('OK')	image/png	etag:%223a7-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-right-9.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-right-9.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:39	934/934	---M--	200	added ('OK')	image/png	etag:%223a6-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-left-9.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-left-9.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:40	2291/2291	---M--	200	added ('OK')	image/png	etag:%228f3-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/modules/md_slider/images/border/border-9.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/modules/md_slider/images/border/border-9.png	(from http://rominatumini.com/sites/default/files/css/css_R3XWLP8avUZZcDs63ly0FS22MThF-pEysnR3VT9i10c.css)
11:45:41	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2025%20Apr%202019%2008:45:40%20GMT	http://fonts.googleapis.com/robots.txt		(from http://rominatumini.com/)
11:45:42	52710/52710	---M-Z	200	added ('OK')	text/css	etag:%221818-56c26954fc7c0%22	http://rominatumini.com/sites/default/files/css/css_sc_UF0vExRnapR7iNAL0SL7HEEy7M11PZZfxn1evV4Y.css	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/default/files/css/css_sc_UF0vExRnapR7iNAL0SL7HEEy7M11PZZfxn1evV4Y.css	(from http://rominatumini.com/el)
11:45:43	235265/235265	---M--	200	added ('OK')	image/png	etag:%2239701-4ebcdb0a0e4c0%22	http://rominatumini.com/sites/all/themes/Porto/img/map-top.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/all/themes/Porto/img/map-top.png	(from http://rominatumini.com/sites/all/themes/Porto/css/theme.css)
11:45:43	10779/10779	---M--	200	added ('OK')	image/png	etag:%222a1b-4ec09475d4bc0%22	http://rominatumini.com/sites/default/files/Logo%20Romina%20Tumini%20GR1%20340.png	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/sites/default/files/Logo%20Romina%20Tumini%20GR1%20340.png	(from http://rominatumini.com/el)
11:45:44	38477/38477	---MCZ	200	added ('OK')	text/html	etag:%221556163181-1%22	http://rominatumini.com/el/%cf%88%cf%85%cf%87%ce%bf%ce%bb%cf%8c%ce%b3%ce%bf%cf%82-%cf%88%cf%85%cf%87%ce%bf%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%cf%8d%cf%84%cf%81%ce%b9%ce%b1-romina-tumini	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/el/%cf%88%cf%85%cf%87%ce%bf%ce%bb%cf%8c%ce%b3%ce%bf%cf%82-%cf%88%cf%85%cf%87%ce%bf%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%cf%8d%cf%84%cf%81%ce%b9%ce%b1-romina-tumini.html	(from http://rominatumini.com/el)
11:45:44	31645/31645	---MCZ	200	added ('OK')	text/html	etag:%221556180452-1%22	http://rominatumini.com/el/%cf%80%cf%81%ce%bf%cf%83%ce%ad%ce%b3%ce%b3%ce%b9%cf%83%ce%b7	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/el/%cf%80%cf%81%ce%bf%cf%83%ce%ad%ce%b3%ce%b3%ce%b9%cf%83%ce%b7.html	(from http://rominatumini.com/el)
11:45:44	20560/20560	---M-Z	200	added ('OK')	text/html	etag:%221556180452-1%22	http://rominatumini.com/el/%cf%88%cf%85%cf%87%ce%bf%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%cf%85%cf%84%ce%b9%ce%ba%ce%ad%cf%82-%cf%80%cf%81%ce%bf%cf%83%ce%b5%ce%b3%ce%b3%ce%af%cf%83%ce%b5%ce%b9%cf%82	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/el/%cf%88%cf%85%cf%87%ce%bf%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%cf%85%cf%84%ce%b9%ce%ba%ce%ad%cf%82-%cf%80%cf%81%ce%bf%cf%83%ce%b5%ce%b3%ce%b3%ce%af%cf%83%ce%b5%ce%b9%cf%82.html	(from http://rominatumini.com/el)
11:45:45	28340/28340	---M-Z	200	added ('OK')	text/html	etag:%221556180452-1%22	http://rominatumini.com/el/focusing-%ce%b2%ce%b9%cf%89%ce%bc%ce%b1%cf%84%ce%b9%ce%ba%ce%ae-%cf%88%cf%85%cf%87%ce%bf%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%ce%af%ce%b1	C:/Users/polcom/Desktop/demogit/http___rominatumini.com/el/focusing-%ce%b2%ce%b9%cf%89%ce%bc%ce%b1%cf%84%ce%b9%ce%ba%ce%ae-%cf%88%cf%85%cf%87%ce%bf%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%ce%af%ce%b1.html	(from http://rominatumini.com/el)
